codgeo;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP7589;P17_POP90P;NIXI_0_14;NIXI_15_29;NIXI_30_44;NIXI_45_59;NIXI_60_74;NIXI_75_89;NIXI_90_100;NIXI_TOTAL;average_age_population
1336;1147;251;161;230;223;197;78;6;1755;3541;8528;11620;13207;6397;590;45638,3;40
1337;1265;259;177;214;277;236;93;9;1813;3894;7918;14404;15812;7626;855;52322,0;41
1338;1193;260;138;225;247;237;76;10;1820;3036;8325;12844;15879;6232;950;49086,0;41
1339;1433;240;175;208;347;292;131;40;1682;3856;7707;18019;19589;10712;3759;65323,7;46
1342;570;131;90;109;149;73;16;2;920;1969;4025;7770;4910;1275;195;21064,9;37
1343;1776;397;251;386;352;280;95;15;2779;5522;14282;18304;18760;7790;1425;68862,0;39
1344;5747;1038;728;927;1241;1162;577;73;7263;16020;34313;64516;77878;47339;6982;254310,8;44
1345;2309;445;378;449;485;374;164;13;3118;8321;16617;25231;25034;13460;1254;93035,4;40
1346;871;197;122;167;191;121;68;6;1377;2687;6173;9912;8087;5560;589;34385,0;39
1347;1960;396;293;341;479;336;107;7;2773;6451;12615;24927;22512;8770;702;78750,0;40
1348;2875;572;427;534;612;472;240;19;4001;9385;19762;31811;31619;19711;1778;118066,9;41
1349;456;83;56;90;100;106;19;2;581;1232;3330;5200;7102;1558;190;19193,0;42
1350;2448;451;336;465;515;440;211;30;3157;7392;17205;26780;29480;17302;2850;104166,0;43
1351;1555;370;253;320;326;187;82;17;2590;5566;11840;16952;12529;6724;1615;57816,0;37
1352;571;124;83;101;113;103;45;2;868;1826;3737;5876;6901;3690;190;23088,0;40
1353;1667;366;255;348;400;236;62;1;2562;5602;12880;20791;15793;5057;94;62780,4;38
1354;12544;2908;2350;3515;2185;1083;472;30;20356;51700;130040;113634;72594;38727;2890;429940,3;34
1355;472;103;68;96;104;76;22;3;721;1496;3552;5408;5092;1804;285;18358,0;39
1356;214;48;31;46;41;40;6;2;337;676;1705;2130;2676;504;195;8221,1;38
1357;501;104;87;105;100;79;23;2;728;1923;3888;5197;5301;1917;196;19151,0;38
1358;434;86;47;88;86;87;36;4;603;1031;3244;4488;5808;2979;385;18537,4;43
1359;236;44;28;41;60;51;9;2;309;619;1523;3133;3432;741;191;9948,2;42
1360;1787;391;242;490;372;222;63;7;2737;5324;18130;19344;14874;5166;665;66240,0;37
1361;1477;300;208;298;348;240;79;5;2098;4574;11020;18117;16064;6451;445;58770,0;40
1362;771;180;98;168;181;114;26;3;1259;2164;6206;9436;7644;2165;291;29165,8;38
1363;1723;299;282;303;416;277;123;23;2090;6204;11225;21641;18567;10046;2217;71988,7;42
1364;744;140;103;128;147;156;60;11;979;2270;4735;7634;10435;4881;1037;31970,2;43
1365;1149;249;145;233;227;221;65;9;1740;3197;8633;11828;14775;5296;877;46346,7;40
1366;1017;264;134;247;228;103;40;1;1848;2948;9139;11856;6901;3280;95;36067,0;35
1367;749;168;90;170;118;123;71;9;1179;1983;6272;6139;8271;5810;816;30470,2;41
1368;817;191;114;179;167;117;47;2;1337;2508;6623;8684;7839;3854;190;31035,0;38
1369;926;157;116;153;243;189;62;6;1099;2552;5661;12636;12663;5084;570;40265,0;43
1370;1722;227;371;377;288;242;143;73;1592;8168;13964;14957;16194;11766;6941;73581,2;43
1371;1279;265;249;283;304;140;38;0;1855;5478;10471;15808;9380;3116;0;46108,0;36
1372;438;96;57;79;91;76;35;4;672;1254;2923;4732;5092;2870;380;17923,0;41
1373;1049;180;167;194;271;155;73;9;1263;3671;7161;14088;10410;5970;862;43424,7;41
1374;1826;368;259;364;380;327;111;16;2579;5708;13483;19772;21893;9094;1505;74033,8;41
1375;787;161;85;168;177;143;51;2;1127;1860;6219;9211;9575;4209;191;32390,8;41
1376;3967;775;720;737;812;558;313;52;5425;15840;27269;42224;37386;25666;4940;158750,0;40
1378;2572;529;386;461;672;372;140;12;3703;8490;17054;34950;24929;11492;1125;101743,0;40
1379;756;163;125;169;150;104;43;2;1142;2746;6244;7801;7001;3494;200;28629,0;38
1380;680;133;100;92;153;115;78;9;933;2207;3406;7956;7686;6362;863;29411,8;43
1381;916;219;142;208;188;121;37;1;1533;3124;7696;9776;8107;3034;95;33365,0;36
1382;283;56;33;56;74;49;14;1;395;722;2058;3844;3297;1153;95;11563,0;41
1383;1529;335;237;297;314;256;82;8;2343;5215;10992;16343;17172;6700;748;59512,9;39
1384;2269;465;333;406;456;352;205;52;3254;7320;15037;23730;23565;16814;4933;94653,4;42
1385;994;181;139;186;247;170;69;3;1264;3050;6882;12866;11359;5639;291;41352,3;42
1386;1157;239;185;244;243;158;80;7;1673;4067;9029;12642;10617;6600;669;45298,1;39
1387;257;76;38;64;46;21;11;1;530;846;2357;2399;1398;901;104;8534,8;33
1388;1093;167;132;175;177;218;170;54;1169;2904;6475;9204;14606;13940;5130;53428,0;49
1389;1799;316;332;314;385;268;143;41;2212;7304;11618;20020;17956;11726;3895;74731,0;42
1390;1286;265;205;294;265;155;70;32;1858;4508;10867;13756;10395;5742;3062;50188,1;39
1391;272;40;21;47;52;76;30;6;280;462;1739;2704;5092;2460;570;13307,0;49
1392;653;120;85;106;208;98;32;3;837;1879;3940;10814;6596;2636;286;26988,0;41
1393;530;134;75;115;114;68;23;2;935;1641;4256;5909;4570;1889;190;19388,7;37
1396;953;174;140;204;179;165;87;4;1218;3072;7550;9326;11045;7139;381;39732,5;42
1397;1009;180;138;208;225;199;55;4;1257;3041;7711;11695;13341;4484;392;41921,0;42
1398;1351;312;217;306;288;156;68;4;2184;4771;11322;14971;10464;5574;386;49672,4;37
1399;2062;439;345;479;446;254;93;6;3073;7590;17723;23192;17018;7626;570;76792,0;37
1400;137;22;18;22;35;29;10;1;154;396;814;1820;1943;820;95;6042,0;44
1401;2084;519;264;529;434;236;96;5;3634;5815;19574;22568;15839;7875;485;75789,5;36
1402;668;117;79;121;153;125;66;7;818;1745;4477;7931;8379;5419;676;29444,9;44
1403;1264;253;207;228;265;182;118;13;1770;4552;8418;13755;12180;9660;1193;51528,2;41
1404;134;21;12;21;34;32;14;0;147;264;777;1768;2144;1148;0;6248,0;47
1405;1247;256;229;234;292;181;53;2;1793;5037;8651;15198;12141;4314;185;47318,8;38
1406;175;31;17;32;38;41;13;2;218;376;1191;1987;2763;1072;191;7798,6;45
1407;999;186;169;195;203;172;67;5;1305;3729;7230;10576;11556;5478;474;40347,9;40
1408;671;129;100;131;149;120;39;2;904;2198;4853;7765;8045;3227;192;27184,1;41
1410;312;62;35;53;92;59;8;2;437;778;1962;4759;3972;682;198;12787,8;41
1411;273;50;40;64;55;43;21;0;349;874;2374;2860;2867;1754;0;11078,9;41
1412;586;121;98;108;136;82;38;3;847;2156;3996;7072;5494;3116;285;22966,0;39
1415;450;75;57;89;113;80;30;6;524;1264;3297;5873;5351;2450;566;19324,1;43
1416;1035;182;138;194;202;191;107;22;1272;3042;7170;10497;12770;8748;2099;45598,2;44
1418;1088;213;175;191;281;165;55;8;1491;3850;7067;14612;11055;4510;760;43345,0;40
1419;6038;1332;918;1469;1365;690;245;20;9321;20189;54348;70974;46197;20116;1918;223062,8;37
1420;1741;280;340;253;313;239;237;79;1961;7482;9360;16290;15984;19423;7506;78006,8;45
1421;726;145;94;141;166;125;47;7;1018;2059;5232;8648;8407;3838;662;29865,6;41
1422;1362;265;157;265;332;250;84;10;1852;3462;9790;17250;16720;6903;952;56928,4;42
1423;1091;257;177;254;240;124;35;4;1799;3894;9398;12480;8308;2870;380;39129,0;36
1424;1681;283;311;278;458;273;75;2;1982;6852;10278;23833;18307;6141;199;67593,1;40
1425;286;50;36;64;60;49;26;1;350;792;2368;3120;3283;2132;95;12140,0;42
1426;2601;530;380;562;551;391;162;24;3708;8370;20794;28668;26219;13275;2308;103341,6;40
1427;6845;1500;1119;1468;1335;1000;373;49;10500;24624;54332;69439;67032;30578;4615;261120,2;38
1428;130;29;23;28;28;15;7;0;202;499;1031;1449;1037;592;0;4810,0;37
1429;687;140;106;139;152;111;37;4;977;2325;5128;7881;7415;3025;379;27131,0;39
1430;584;105;83;115;146;99;32;3;736;1816;4269;7599;6655;2624;328;24027,5;41
1431;1224;242;166;251;267;184;102;12;1691;3661;9273;13866;12358;8385;1143;50376,5;41
1432;295;55;46;56;64;54;18;3;385;1002;2071;3305;3623;1478;270;12132,9;41
1433;330;86;57;82;66;27;12;0;599;1262;3034;3418;1799;1016;0;11129,1;34
1434;438;116;45;102;101;44;30;1;812;980;3777;5260;2922;2435;88;16273,7;37
1435;2176;495;300;463;562;264;89;3;3467;6592;17133;29219;17709;7280;288;81686,3;38
1436;484;88;55;105;131;68;33;4;613;1214;3901;6800;4554;2711;382;20174,9;42
1437;241;57;23;45;55;40;19;1;401;499;1679;2866;2679;1595;103;9822,6;41
1439;99;20;15;23;16;20;4;1;140;330;851;832;1340;328;95;3916,0;40
1441;707;163;92;165;135;107;41;4;1141;2024;6105;7020;7169;3362;380;27201,0;38
1443;4795;829;857;826;969;780;438;96;5803;18849;30578;50374;52251;35942;9102;202900,4;42
1444;1173;226;156;243;235;249;58;6;1579;3431;9000;12240;16690;4745;559;48243,3;41
1445;656;144;85;135;137;121;33;1;1008;1877;5012;7100;8076;2711;101;25885,9;39
1446;1501;323;276;295;342;202;50;12;2259;6079;10918;17807;13554;4127;1125;55868,6;37
1447;1291;241;182;238;243;222;128;38;1684;4008;8792;12613;14870;10533;3577;56077,7;43
1448;376;66;60;78;90;58;21;2;462;1325;2876;4699;3906;1753;185;15205,2;40
1449;755;160;117;137;192;122;24;3;1123;2563;5054;9995;8175;1984;288;29182,0;39
1450;3653;848;526;798;759;498;201;23;5935;11569;29533;39480;33394;16462;2156;138529,8;38
1451;6418;1233;1013;1111;1420;1108;492;41;8631;22286;41107;73840;74236;40344;3895;264339,0;41
1452;1081;207;165;214;227;181;75;11;1449;3636;7913;11783;12160;6179;1087;44206,9;41
1453;713;92;106;118;177;152;57;10;644;2343;4366;9214;10191;4693;955;32404,1;45
1454;1097;238;181;221;250;146;59;2;1669;3985;8159;12987;9799;4829;186;41614,5;38
1456;70;12;4;8;17;21;7;2;83;87;292;872;1387;566;187;3473,4;50
1457;2961;573;465;523;555;535;283;27;4008;10236;19362;28841;35825;23235;2585;124091,2;42
2001;498;97;93;107;90;73;35;3;678;2046;3959;4697;4862;2892;288;19421,9;39
2002;598;133;78;116;122;103;44;2;928;1725;4292;6358;6889;3603;190;23984,2;40
2003;1012;204;120;198;221;189;77;4;1425;2641;7315;11472;12639;6341;388;42220,9;42
2004;177;23;31;22;51;33;15;2;163;685;828;2630;2215;1196;185;7901,8;45
2005;384;81;53;77;83;73;17;0;567;1166;2849;4316;4891;1394;0;15183,0;40
2006;255;35;36;46;69;51;17;2;245;792;1693;3593;3391;1357;185;11256,0;44
2007;125;18;21;24;31;19;11;1;126;462;888;1612;1273;902;95;5358,0;43
2008;291;78;31;80;51;38;12;1;543;687;2943;2670;2564;991;96;10493,1;36
2009;543;125;71;117;93;111;22;5;873;1571;4316;4811;7411;1814;478;21272,5;39
2010;177;40;24;32;53;27;1;0;280;528;1184;2756;1809;82;0;6639,0;38
2011;1155;219;174;209;238;228;80;8;1532;3821;7725;12350;15255;6585;776;48045,2;42
2012;70;15;7;19;15;13;2;0;104;152;693;769;859;162;0;2737,9;39
2013;404;69;63;72;103;72;22;3;484;1382;2672;5334;4839;1802;298;16810,0;42
2014;744;156;91;145;180;132;40;1;1090;2001;5357;9350;8826;3279;98;30002,1;40
2015;75;12;13;11;19;18;3;0;83;282;402;975;1190;243;0;3174,7;42
2016;228;52;37;48;43;35;12;2;362;813;1758;2250;2334;952;201;8669,3;38
2017;315;79;50;67;53;47;15;4;555;1107;2464;2765;3135;1221;376;11622,5;37
2018;2533;500;392;405;518;490;207;21;3498;8630;14988;26914;32860;16973;1995;105857,1;42
2019;364;62;65;59;71;76;29;2;434;1437;2173;3689;5070;2407;193;15402,3;42
2020;456;93;70;74;90;80;47;3;648;1532;2755;4682;5342;3816;288;19062,0;42
2021;87;13;18;15;20;11;12;0;89;387;543;1017;720;962;0;3717,5;43
2022;403;70;58;75;97;70;31;2;490;1276;2775;5044;4690;2542;190;17007,0;42
2023;103;16;15;21;27;17;6;0;113;333;785;1418;1150;497;0;4295,7;42
2024;53;10;6;9;11;7;9;1;70;132;333;572;469;738;95;2409,0;45
2025;371;74;61;79;67;67;23;0;518;1342;2923;3484;4489;1886;0;14642,0;39
2027;222;35;36;33;51;50;15;2;247;799;1228;2643;3336;1191;197;9641,4;43
2028;2604;522;373;450;569;455;219;18;3651;8200;16637;29565;30462;17944;1709;108167,9;42
2029;363;58;51;65;87;77;19;5;409;1128;2390;4532;5153;1598;487;15697,2;43
2030;269;41;43;37;60;57;28;3;287;946;1369;3120;3819;2296;285;12122,0;45
2031;657;120;116;110;131;107;68;7;837;2544;4058;6791;7147;5559;663;27600,0;42
2032;253;51;49;51;51;34;17;0;357;1078;1887;2652;2278;1394;0;9646,0;38
2033;105;14;13;23;23;28;4;0;98;286;851;1196;1876;328;0;4635,0;44
2034;118;29;20;22;25;18;4;0;203;440;814;1300;1206;328;0;4291,0;36
2035;279;75;43;53;58;34;15;2;523;943;1954;3005;2270;1226;189;10109,8;36
2036;82;15;10;11;27;8;7;3;104;226;421;1421;534;560;325;3590,9;44
2037;1422;304;203;273;294;253;89;5;2131;4475;10103;15283;16947;7306;486;56731,9;40
2038;57;10;5;8;8;13;11;3;69;108;291;409;856;886;280;2899,1;51
2039;169;33;43;29;33;19;11;1;231;946;1073;1716;1273;902;95;6236,0;37
2040;178;38;29;34;36;22;18;1;266;638;1258;1872;1474;1476;95;7079,0;40
2041;814;145;116;153;172;150;71;7;1015;2552;5661;8944;10050;5822;665;34709,0;43
2042;389;65;55;56;103;79;29;3;452;1204;2065;5348;5297;2381;286;17032,2;44
2043;69;12;7;15;20;10;4;1;82;163;550;1049;640;348;101;2933,0;43
2044;26;2;7;2;4;8;2;1;14;154;74;208;536;164;95;1245,0;48
2046;555;105;79;106;129;95;39;2;735;1744;3924;6700;6375;3169;188;22835,3;41
2047;114;11;21;18;35;20;8;1;75;472;649;1824;1371;639;93;5122,2;45
2048;134;28;24;33;21;21;6;2;195;522;1220;1072;1381;507;196;5093,0;38
2049;740;138;89;133;158;160;61;1;964;1969;4911;8208;10711;5029;96;31887,4;43
2050;330;77;49;73;57;52;22;1;539;1068;2708;2951;3462;1796;93;12617,5;38
2051;384;63;52;62;88;73;35;10;443;1136;2308;4561;4915;2885;985;17233,8;45
2052;139;29;16;28;32;26;8;1;200;360;1021;1648;1712;670;97;5708,2;41
2053;570;99;86;97;128;102;54;4;693;1892;3589;6656;6834;4428;380;24472,0;43
2054;460;99;64;101;96;67;33;0;692;1398;3750;4984;4509;2720;0;18051,9;39
2055;92;8;13;11;23;23;11;2;58;296;421;1183;1524;932;196;4609,3;50
2056;177;44;21;46;29;28;9;0;308;462;1702;1508;1876;738;0;6594,0;37
2057;1424;265;236;240;286;224;141;32;1855;5192;8880;14872;15008;11562;3040;60409,0;42
2058;844;190;151;173;158;114;51;7;1330;3322;6401;8216;7638;4182;665;31754,0;38
2059;2699;541;444;440;555;477;226;16;3787;9768;16280;28860;31959;18532;1520;110706,0;41
2060;268;41;38;43;70;46;28;1;289;839;1602;3645;3108;2282;98;11862,1;44
2061;250;59;39;53;53;34;11;1;413;858;1961;2756;2278;902;95;9263,0;37
2062;136;29;20;25;32;21;8;1;203;440;925;1664;1407;656;95;5390,0;40
2063;381;75;57;78;89;58;22;0;528;1261;2901;4652;3907;1814;0;15062,1;40
2064;3810;581;514;587;801;736;489;101;4070;11313;21733;41671;49310;40086;9567;177750,2;47
2065;602;109;111;110;136;96;36;3;763;2451;4084;7062;6448;2963;285;24056,7;40
2066;204;36;24;45;39;47;14;0;255;527;1656;2003;3138;1110;0;8687,7;43
2067;213;42;23;45;47;37;17;0;297;511;1681;2467;2502;1407;0;8865,2;42
2068;103;23;9;21;25;15;9;0;164;206;780;1278;1019;768;0;4214,8;41
2069;111;26;10;17;27;17;15;0;182;228;614;1403;1112;1191;0;4729,4;43
2070;452;104;60;85;103;64;34;2;731;1317;3163;5356;4263;2751;185;17767,5;39
2071;651;132;87;135;134;124;36;3;922;1924;4985;6944;8336;2961;286;26356,8;40
2072;188;35;29;40;47;22;15;1;242;631;1464;2470;1458;1217;94;7577,4;40
2073;653;133;100;152;128;104;33;3;930;2189;5617;6669;6974;2745;289;25414,0;39
2074;604;138;85;124;124;101;30;3;963;1860;4598;6462;6756;2422;290;23350,3;39
2075;199;40;16;50;36;46;11;1;277;357;1841;1848;3061;916;96;8396,6;42
2076;162;34;25;35;48;18;2;0;240;548;1306;2484;1183;170;0;5931,7;37
2077;385;65;60;86;80;74;20;0;455;1320;3182;4160;4958;1640;0;15715,0;41
2078;160;38;25;38;29;23;4;2;266;558;1408;1522;1569;320;185;5828,3;36
2079;152;22;22;20;32;35;19;2;154;484;740;1664;2345;1558;190;7135,0;47
2080;350;46;56;55;81;84;27;1;324;1226;2022;4208;5634;2241;100;15754,2;45
2081;440;91;78;72;117;52;29;1;637;1716;2664;6084;3484;2378;95;17058,0;39
2082;111;23;12;24;31;11;8;2;161;264;888;1612;737;656;190;4508,0;41
2083;749;151;128;149;159;110;45;7;1057;2816;5513;8268;7370;3690;665;29379,0;39
2084;260;62;25;58;68;34;13;0;434;550;2146;3536;2278;1066;0;10010,0;39
2085;1043;268;172;230;234;105;33;1;1879;3794;8496;12153;7043;2678;97;36139,6;35
2086;1048;191;149;190;224;211;75;8;1334;3277;7015;11647;14169;6150;792;44384,8;42
2087;30;6;2;6;9;4;3;0;43;39;229;459;296;217;0;1282,1;43
2088;88;21;10;20;16;14;6;1;147;230;736;817;912;515;100;3458,2;39
2089;1154;187;156;191;215;270;123;11;1311;3434;7079;11206;18081;10074;1052;52237,1;45
2090;213;45;34;44;52;24;14;0;318;738;1642;2718;1586;1132;0;8132,5;38
2091;106;23;10;22;18;22;10;0;164;221;826;928;1495;823;0;4457,6;42
2093;1290;282;194;218;246;234;109;7;1974;4268;8066;12792;15678;8938;665;52381,0;41
2094;447;95;61;89;95;85;22;1;664;1334;3293;4934;5701;1765;93;17784,1;40
2095;5664;1157;1025;891;1082;991;436;83;8097;22553;32963;56265;66372;35723;7887;229859,3;41
2096;201;46;22;40;52;31;10;1;319;479;1465;2729;2057;812;94;7954,8;40
2097;259;56;30;56;61;41;16;1;389;655;2056;3148;2726;1302;94;10369,9;40
2098;375;66;69;52;95;66;25;2;462;1518;1924;4940;4422;2050;190;15506,0;41
2099;236;48;43;45;62;31;7;0;336;940;1659;3221;2075;613;0;8844,1;37
2100;137;35;22;31;25;18;5;2;243;480;1139;1291;1197;407;189;4945,9;36
2101;193;41;26;34;32;36;20;3;290;563;1275;1690;2441;1615;281;8154,3;42
2102;187;54;12;48;34;28;9;2;375;267;1758;1787;1896;746;192;7021,1;38
2103;1324;269;216;247;220;267;98;8;1883;4741;9137;11435;17859;8045;760;53860,0;41
2104;102;18;9;16;27;22;10;0;123;204;610;1393;1450;845;0;4624,0;45
2105;202;42;33;29;60;21;15;1;295;730;1078;3136;1414;1236;95;7984,5;40
2106;822;171;135;135;130;119;108;24;1197;2970;4995;6760;7973;8856;2280;35031,0;43
2107;103;25;13;15;25;18;7;2;172;281;544;1275;1183;563;186;4204,4;41
2108;158;35;15;30;36;28;13;1;245;330;1110;1872;1876;1066;95;6594,0;42
2109;486;96;64;79;111;93;43;0;673;1418;2915;5746;6238;3524;0;20514,3;42
2110;2213;420;332;381;436;340;234;70;2940;7304;14097;22672;22780;19188;6650;95631,0;43
2111;708;141;113;138;133;146;35;2;987;2486;5106;6916;9782;2870;190;28337,0;40
2112;565;104;92;118;118;88;41;4;730;2015;4381;6124;5901;3344;390;22885,3;41
2114;1529;222;225;197;304;301;187;93;1554;4950;7289;15808;20167;15334;8835;73937,0;48
2115;203;31;33;25;51;40;21;2;219;733;924;2653;2650;1707;198;9084,0;45
2116;146;26;22;19;29;30;19;0;183;487;708;1518;2024;1569;0;6489,4;44
2117;67;8;12;8;24;13;1;0;57;268;300;1267;884;83;0;2859,7;43
2118;121;21;16;17;35;23;7;1;148;355;634;1835;1554;579;96;5201,0;43
2119;340;60;46;64;98;42;27;3;421;1014;2371;5114;2783;2185;297;14184,6;42
2120;195;37;30;44;41;39;6;0;256;653;1611;2110;2586;487;0;7705,0;40
2121;244;43;43;52;54;34;18;0;301;946;1924;2808;2278;1476;0;9733,0;40
2122;53;11;3;9;12;15;3;0;77;66;333;624;1005;246;0;2351,0;44
2123;303;49;45;56;71;58;20;4;343;990;2072;3692;3886;1640;380;13003,0;43
2124;653;106;95;118;132;155;41;6;742;2090;4366;6864;10385;3362;570;28379,0;43
2125;213;57;34;41;43;21;16;1;399;748;1517;2236;1407;1312;95;7714,3;36
2126;456;89;54;71;87;95;57;3;623;1188;2627;4524;6365;4674;285;20286,0;44
2127;189;34;31;26;48;32;16;2;241;671;947;2508;2176;1292;187;8022,7;42
2128;1532;260;225;255;332;292;154;13;1819;4955;9435;17271;19594;12623;1265;66962,9;44
2129;19;4;2;3;5;4;1;0;28;44;111;260;268;82;0;793,0;42
2130;193;31;25;32;41;44;19;1;217;550;1184;2132;2948;1558;95;8684,0;45
2131;1880;325;274;310;456;324;176;15;2277;6028;11475;23696;21723;14404;1430;81033,0;43
2132;203;49;27;48;40;33;5;0;346;589;1792;2090;2209;422;0;7449,2;37
2133;411;83;66;66;97;62;32;5;581;1448;2435;5053;4137;2656;481;16791,3;41
2134;869;146;142;118;203;161;87;10;1024;3131;4376;10580;10812;7150;952;38026,5;44
2135;1168;223;174;195;239;214;104;19;1562;3819;7231;12410;14352;8515;1819;49709,4;43
2136;128;25;16;18;37;26;7;0;174;349;661;1909;1728;570;0;5390,9;42
2137;152;44;22;37;32;12;5;0;307;494;1359;1644;820;418;0;5042,5;33
2138;190;39;19;42;40;44;6;0;273;418;1554;2080;2948;492;0;7765,0;41
2139;438;93;44;92;84;99;22;2;654;972;3420;4388;6663;1812;191;18100,7;41
2140;454;97;68;83;90;84;30;2;679;1496;3071;4680;5628;2460;190;18204,0;40
2141;1788;276;316;264;348;354;194;36;1932;6952;9768;18096;23718;15908;3420;79794,0;45
2142;244;52;37;53;50;36;14;2;364;814;1961;2600;2412;1148;190;9489,0;39
2143;192;43;28;36;37;30;17;1;301;616;1332;1924;2010;1394;95;7672,0;40
2144;145;30;23;33;32;19;3;4;211;510;1229;1676;1282;248;383;5538,2;38
2145;546;108;79;96;130;102;30;1;759;1736;3539;6763;6820;2468;101;22186,3;41
2146;87;17;12;16;17;14;12;1;116;258;579;864;917;962;93;3788,9;44
2148;258;46;34;48;69;45;15;0;325;754;1790;3564;3039;1240;0;10710,0;42
2149;67;17;10;12;16;6;5;0;121;223;451;845;408;416;0;2463,8;37
2150;64;13;8;11;15;12;4;0;94;168;424;795;832;313;0;2625,9;41
2151;115;18;20;18;28;18;13;0;126;440;666;1456;1206;1066;0;4960,0;43
2152;89;17;14;16;14;21;7;0;119;308;592;728;1407;574;0;3728,0;42
2153;763;143;115;146;161;152;43;3;998;2541;5404;8381;10185;3496;291;31295,7;41
2154;361;86;35;77;77;69;16;1;602;762;2854;4012;4639;1298;94;14260,0;40
2155;174;30;29;26;38;31;19;0;212;645;977;1982;2096;1523;0;7435,1;43
2156;253;61;33;56;47;39;15;2;427;726;2072;2444;2613;1230;190;9702,0;38
2157;848;148;115;142;177;196;64;6;1037;2538;5254;9178;13110;5265;581;36962,1;44
2158;284;67;55;56;56;41;9;0;466;1213;2079;2921;2718;768;0;10164,7;36
2159;280;47;38;44;69;45;31;5;328;847;1635;3588;3030;2560;480;12467,1;45
2160;539;118;67;96;104;89;55;11;823;1483;3537;5403;5952;4474;1057;22728,9;42
2162;278;83;41;55;62;20;17;0;580;911;2043;3230;1321;1374;0;9457,9;34
2163;2617;537;404;483;493;451;197;52;3760;8886;17858;25623;30219;16188;4949;107483,0;41
2164;316;54;53;59;60;71;15;3;381;1173;2173;3118;4766;1263;285;13159,1;42
2165;1652;315;232;291;310;327;157;20;2205;5104;10767;16120;21909;12874;1900;70879,0;43
2166;352;63;44;70;83;71;19;1;443;979;2597;4319;4770;1540;94;14742,5;42
2167;881;191;146;177;183;136;41;8;1337;3201;6556;9523;9086;3328;752;33783,9;38
2168;15107;2860;2875;2755;2586;2398;1421;213;20017;63245;101934;134478;160679;116498;20209;617058,7;41
2169;83;17;13;13;18;14;6;2;119;286;481;936;938;492;190;3442,0;41
2170;127;23;11;30;31;24;9;0;160;240;1101;1599;1595;732;0;5428,3;43
2171;87;21;8;17;24;10;8;0;145;174;622;1234;662;649;0;3485,9;40
2172;249;51;44;48;60;37;10;0;356;964;1769;3108;2469;817;0;9481,9;38
2173;11878;2140;2346;1924;2205;2020;1099;145;14979;51616;71184;114672;135308;90077;13756;491592,4;41
2174;818;179;112;179;172;123;46;6;1252;2469;6632;8944;8245;3810;577;31929,9;39
2175;150;26;22;29;37;21;14;1;179;480;1089;1925;1399;1168;90;6331,3;42
2176;205;51;29;39;55;24;5;3;355;635;1436;2846;1600;408;284;7564,1;37
2177;142;31;9;25;29;35;14;0;215;202;907;1487;2327;1173;0;6311,3;44
2178;106;24;11;30;20;18;3;0;168;242;1110;1040;1206;246;0;4012,0;38
2179;392;89;54;82;82;58;25;3;621;1181;3018;4261;3919;2021;280;15300,8;39
2180;710;156;114;137;143;113;44;3;1091;2515;5054;7412;7582;3645;288;27587,3;39
2181;80;13;15;13;14;17;7;0;88;339;499;752;1162;553;0;3393,7;42
2182;125;21;19;24;24;26;10;1;147;418;888;1248;1742;820;95;5358,0;43
2183;187;37;20;35;48;35;10;1;262;445;1309;2470;2370;829;96;7781,2;42
2184;355;69;31;85;56;50;48;16;483;682;3145;2912;3350;3936;1520;16028,0;45
2185;404;91;50;81;85;65;29;3;638;1094;2990;4417;4373;2378;295;16184,9;40
