geocode,city_name,an,4G_rate
04120,Val d'Oronaye,2017,"8,70"
04121,Mézel,2017,"96,40"
04122,Mirabeau,2017,"96,90"
04123,Mison,2017,"100,00"
04124,Montagnac-Montpezat,2017,"67,80"
04126,Montclar,2017,"99,70"
04127,Montfort,2017,"95,60"
04128,Montfuron,2017,"81,30"
04129,Montjustin,2017,"97,90"
04130,Montlaux,2017,"100,00"
04132,Montsalier,2017,"66,80"
04133,Moriez,2017,"0,00"
04134,La Motte-du-Caire,2017,"60,00"
04135,Moustiers-Sainte-Marie,2017,"83,70"
04136,La Mure-Argens,2017,"0,00"
04137,Nibles,2017,"85,70"
04138,Niozelles,2017,"99,90"
04139,Noyers-sur-Jabron,2017,"99,50"
04140,Les Omergues,2017,"24,80"
04141,Ongles,2017,"89,00"
04142,Oppedette,2017,"89,00"
04143,Oraison,2017,"92,30"
04144,La Palud-sur-Verdon,2017,"4,00"
04145,Peipin,2017,"96,40"
04148,Peyroules,2017,"65,10"
04149,Peyruis,2017,"91,50"
04150,Piégut,2017,"99,50"
04151,Pierrerue,2017,"100,00"
04152,Pierrevert,2017,"82,40"
04154,Pontis,2017,"100,00"
04155,Prads-Haute-Bléone,2017,"11,00"
04156,Puimichel,2017,"58,00"
04157,Puimoisson,2017,"98,20"
04158,Quinson,2017,"57,90"
04159,Redortiers,2017,"14,50"
04160,Reillanne,2017,"97,70"
04161,Méolans-Revel,2017,"44,50"
04162,Revest-des-Brousses,2017,"85,00"
04163,Revest-du-Bion,2017,"49,80"
04164,Revest-Saint-Martin,2017,"99,60"
04166,Riez,2017,"93,10"
04167,La Robine-sur-Galabre,2017,"56,10"
04169,La Rochegiron,2017,"49,80"
04170,La Rochette,2017,"24,90"
04171,Rougon,2017,"31,60"
04172,Roumoules,2017,"100,00"
04173,Saint-André-les-Alpes,2017,"7,60"
04174,Saint-Benoît,2017,"98,10"
04175,Sainte-Croix-à-Lauze,2017,"76,50"
04176,Sainte-Croix-du-Verdon,2017,"64,60"
04177,Hautes-Duyes,2017,"7,60"
04178,Saint-Étienne-les-Orgues,2017,"99,60"
04179,Saint-Geniez,2017,"27,20"
04180,Saint-Jacques,2017,"0,00"
04181,Saint-Jeannet,2017,"80,00"
04182,Saint-Julien-d'Asse,2017,"63,20"
04183,Saint-Julien-du-Verdon,2017,"98,00"
04184,Saint-Jurs,2017,"87,20"
04186,Saint-Laurent-du-Verdon,2017,"54,90"
04187,Saint-Lions,2017,"0,00"
04188,Saint-Maime,2017,"100,00"
04189,Saint-Martin-de-Brômes,2017,"89,90"
04190,Saint-Martin-les-Eaux,2017,"93,90"
04191,Saint-Martin-lès-Seyne,2017,"73,20"
04192,Saint-Michel-l'Observatoire,2017,"99,20"
04193,Saint-Paul-sur-Ubaye,2017,"6,80"
04194,Saint-Pierre,2017,"0,00"
04195,Saint-Pons,2017,"100,00"
04197,Sainte-Tulle,2017,"97,60"
04199,Saint-Vincent-sur-Jabron,2017,"99,90"
04200,Salignac,2017,"96,80"
04201,Saumane,2017,"34,90"
04202,Sausses,2017,"71,60"
04203,Selonnet,2017,"93,90"
04204,Senez,2017,"0,50"
04205,Seyne,2017,"91,90"
04206,Sigonce,2017,"99,80"
04207,Sigoyer,2017,"80,50"
04208,Simiane-la-Rotonde,2017,"63,40"
04209,Sisteron,2017,"99,40"
04210,Soleilhas,2017,"21,10"
04211,Sourribes,2017,"42,70"
04214,Tartonne,2017,"1,70"
04216,Thèze,2017,"87,50"
04217,Thoard,2017,"5,20"
04218,Thorame-Basse,2017,"0,10"
04219,Thorame-Haute,2017,"20,40"
04220,Les Thuiles,2017,"67,40"
04222,Turriers,2017,"74,80"
04224,Ubraye,2017,"80,10"
04226,Uvernet-Fours,2017,"26,40"
04227,Vachères,2017,"93,00"
04228,Valavoire,2017,"86,10"
04229,Valbelle,2017,"89,40"
04230,Valensole,2017,"94,60"
04231,Valernes,2017,"100,00"
04233,Vaumeilh,2017,"96,10"
04234,Venterol,2017,"91,40"
04235,Verdaches,2017,"72,50"
04236,Vergons,2017,"14,60"
04237,Le Vernet,2017,"93,00"
04240,Villars-Colmars,2017,"9,40"
04241,Villemus,2017,"99,70"
04242,Villeneuve,2017,"98,70"
04244,Volonne,2017,"87,90"
04245,Volx,2017,"95,40"
05001,Abriès-Ristolas,2017,"14,90"
05003,Aiguilles,2017,"36,10"
05004,Ancelle,2017,"85,00"
05006,L'Argentière-la-Bessée,2017,"21,10"
05007,Arvieux,2017,"48,90"
05008,Aspremont,2017,"100,00"
05009,Aspres-lès-Corps,2017,"21,40"
05010,Aspres-sur-Buëch,2017,"78,80"
05011,Avançon,2017,"100,00"
05012,Baratier,2017,"82,60"
05013,Barcillonnette,2017,"66,70"
05014,Barret-sur-Méouge,2017,"1,60"
05016,La Bâtie-Montsaléon,2017,"98,40"
05017,La Bâtie-Neuve,2017,"96,80"
05018,La Bâtie-Vieille,2017,"100,00"
05019,La Beaume,2017,"15,80"
05021,Le Bersac,2017,"99,50"
05022,Bréziers,2017,"70,30"
05023,Briançon,2017,"88,80"
05024,Valdoule,2017,"4,20"
05025,Buissard,2017,"100,00"
05026,Ceillac,2017,"33,20"
05027,Cervières,2017,"14,10"
05028,Chabestan,2017,"100,00"
05029,Chabottes,2017,"100,00"
05031,Champcella,2017,"39,40"
05032,Champoléon,2017,"28,00"
05033,Chanousse,2017,"10,90"
05035,Châteauneuf-d'Oze,2017,"19,80"
05036,Châteauroux-les-Alpes,2017,"24,80"
05037,Châteauvieux,2017,"100,00"
05038,Château-Ville-Vieille,2017,"50,90"
05039,Aubessagne,2017,"82,50"
05040,Chorges,2017,"99,80"
05044,Crévoux,2017,"14,00"
05045,Crots,2017,"92,40"
05046,Embrun,2017,"91,10"
05047,Éourres,2017,"27,00"
05048,L'Épine,2017,"46,60"
05049,Esparron,2017,"24,80"
05050,Espinasses,2017,"96,50"
05051,Étoile-Saint-Cyrice,2017,"1,10"
05052,Eygliers,2017,"62,20"
05053,Garde-Colombe,2017,"72,60"
05054,La Fare-en-Champsaur,2017,"100,00"
05055,La Faurie,2017,"96,70"
05056,Forest-Saint-Julien,2017,"100,00"
05057,Fouillouse,2017,"95,00"
05058,Freissinières,2017,"13,10"
05059,La Freissinouse,2017,"100,00"
05060,Furmeyer,2017,"87,50"
05061,Gap,2017,"90,40"
05062,Le Glaizil,2017,"90,40"
05063,La Grave,2017,"5,50"
05064,La Chapelle-en-Valgaudémar,2017,"0,00"
05065,Guillestre,2017,"61,60"
05066,La Haute-Beaume,2017,"17,80"
05068,Jarjayes,2017,"98,90"
05070,Laragne-Montéglin,2017,"93,80"
05071,Lardier-et-Valença,2017,"77,50"
05072,Laye,2017,"100,00"
05073,Lazer,2017,"79,40"
05074,Lettret,2017,"99,80"
05075,Manteyer,2017,"97,60"
05076,Méreuil,2017,"100,00"
05077,Molines-en-Queyras,2017,"39,50"
05078,Monêtier-Allemont,2017,"95,50"
05079,Le Monêtier-les-Bains,2017,"64,00"
05080,Montbrand,2017,"64,50"
05081,Montclus,2017,"48,50"
05082,Mont-Dauphin,2017,"100,00"
05084,Montgardin,2017,"100,00"
05085,Montgenèvre,2017,"67,60"
05086,Montjay,2017,"18,80"
05087,Montmaur,2017,"44,90"
05089,Montrond,2017,"99,90"
05090,La Motte-en-Champsaur,2017,"19,90"
05091,Moydans,2017,"92,00"
05092,Neffes,2017,"100,00"
05093,Névache,2017,"14,80"
05094,Nossage-et-Bénévent,2017,"49,40"
05095,Le Noyer,2017,"97,40"
05096,Orcières,2017,"56,70"
05097,Orpierre,2017,"19,50"
05098,Les Orres,2017,"52,20"
05099,Oze,2017,"100,00"
05100,Pelleautier,2017,"100,00"
05101,Vallouise-Pelvoux,2017,"18,80"
05102,La Piarre,2017,"29,00"
05103,Le Poët,2017,"100,00"
05104,Poligny,2017,"86,40"
05106,Prunières,2017,"100,00"
05107,Puy-Saint-André,2017,"31,80"
05108,Puy-Saint-Eusèbe,2017,"99,70"
05109,Puy-Saint-Pierre,2017,"96,10"
05110,Puy-Saint-Vincent,2017,"61,00"
05111,Puy-Sanières,2017,"100,00"
05112,Rabou,2017,"32,30"
05113,Rambaud,2017,"100,00"
05114,Réallon,2017,"55,70"
05115,Remollon,2017,"98,20"
05116,Réotier,2017,"55,60"
05117,Ribeyret,2017,"71,00"
05118,Val Buëch-Méouge,2017,"83,90"
05119,Risoul,2017,"91,10"
05121,Rochebrune,2017,"98,80"
05122,La Roche-de-Rame,2017,"28,80"
05123,La Roche-des-Arnauds,2017,"73,70"
05124,La Rochette,2017,"100,00"
05126,Rosans,2017,"87,20"
05127,Rousset,2017,"93,50"
05128,Saint-André-d'Embrun,2017,"85,20"
05129,Saint-André-de-Rosans,2017,"80,00"
05130,Saint-Apollinaire,2017,"99,70"
05131,Saint-Auban-d'Oze,2017,"64,70"
05132,Saint-Bonnet-en-Champsaur,2017,"91,40"
05133,Saint-Chaffrey,2017,"98,40"
05134,Saint-Clément-sur-Durance,2017,"54,80"
05135,Sainte-Colombe,2017,"0,40"
05136,Saint-Crépin,2017,"54,00"
05139,Dévoluy,2017,"74,40"
05140,Saint-Étienne-le-Laus,2017,"100,00"
05142,Saint-Firmin,2017,"60,30"
05144,Saint-Jacques-en-Valgodemard,2017,"15,20"
05145,Saint-Jean-Saint-Nicolas,2017,"99,40"
05146,Saint-Julien-en-Beauchêne,2017,"59,00"
05147,Saint-Julien-en-Champsaur,2017,"100,00"
05148,Saint-Laurent-du-Cros,2017,"100,00"
05149,Saint-Léger-les-Mélèzes,2017,"100,00"
05151,Saint-Martin-de-Queyrières,2017,"52,90"
05152,Saint-Maurice-en-Valgodemard,2017,"1,90"
05153,Saint-Michel-de-Chaillol,2017,"100,00"
05154,Saint-Pierre-d'Argençon,2017,"85,10"
05155,Saint-Pierre-Avez,2017,"5,70"
05156,Saint-Sauveur,2017,"97,20"
05157,Saint-Véran,2017,"24,40"
05158,Le Saix,2017,"75,50"
05159,Saléon,2017,"98,80"
05160,Salérans,2017,"0,90"
05161,La Salle-les-Alpes,2017,"75,90"
05162,La Saulce,2017,"100,00"
05163,Le Sauze-du-Lac,2017,"100,00"
05164,Savines-le-Lac,2017,"99,30"
05165,Savournon,2017,"81,40"
05166,Serres,2017,"98,50"
05167,Sigottier,2017,"81,60"
05168,Sigoyer,2017,"84,90"
05169,Sorbiers,2017,"68,80"
05170,Tallard,2017,"100,00"
05171,Théus,2017,"98,60"
05172,Trescléoux,2017,"69,20"
05173,Upaix,2017,"90,00"
05174,Val-des-Prés,2017,"51,40"
05176,Valserres,2017,"100,00"
05177,Vars,2017,"70,50"
05178,Ventavon,2017,"55,90"
05179,Veynes,2017,"74,50"
05180,Les Vigneaux,2017,"87,50"
05181,Villar-d'Arêne,2017,"12,80"
05182,Villar-Loubière,2017,"0,00"
05183,Villar-Saint-Pancrace,2017,"40,90"
05184,Vitrolles,2017,"92,70"
06001,Aiglun,2017,"0,00"
06002,Amirat,2017,"10,60"
06003,Andon,2017,"0,00"
06004,Antibes,2017,"99,40"
06005,Ascros,2017,"21,50"
06006,Aspremont,2017,"100,00"
06007,Auribeau-sur-Siagne,2017,"99,60"
06008,Auvare,2017,"43,90"
06009,Bairols,2017,"26,40"
06010,Le Bar-sur-Loup,2017,"94,50"
06011,Beaulieu-sur-Mer,2017,"95,20"
06012,Beausoleil,2017,"95,90"
06013,Belvédère,2017,"40,50"
06014,Bendejun,2017,"100,00"
06015,Berre-les-Alpes,2017,"100,00"
06016,Beuil,2017,"64,60"
06017,Bézaudun-les-Alpes,2017,"8,00"
06018,Biot,2017,"100,00"
06019,Blausasc,2017,"100,00"
06020,La Bollène-Vésubie,2017,"83,70"
06021,Bonson,2017,"80,80"
06022,Bouyon,2017,"28,20"
06023,Breil-sur-Roya,2017,"46,10"
06024,Briançonnet,2017,"3,20"
06025,Le Broc,2017,"66,50"
06026,Cabris,2017,"100,00"
06027,Cagnes-sur-Mer,2017,"99,90"
06028,Caille,2017,"13,40"
06029,Cannes,2017,"96,30"
06030,Le Cannet,2017,"100,00"
06031,Cantaron,2017,"100,00"
06032,Cap-d'Ail,2017,"98,00"
06033,Carros,2017,"97,80"
06034,Castagniers,2017,"100,00"
06035,Castellar,2017,"93,80"
06036,Castillon,2017,"97,60"
06037,Caussols,2017,"6,90"
06038,Châteauneuf-Grasse,2017,"100,00"
06039,Châteauneuf-Villevieille,2017,"100,00"
06040,Châteauneuf-d'Entraunes,2017,"52,50"
06041,Cipières,2017,"1,00"
06042,Clans,2017,"27,40"
06043,Coaraze,2017,"78,60"
06044,La Colle-sur-Loup,2017,"98,90"
06045,Collongues,2017,"0,50"
06046,Colomars,2017,"100,00"
06047,Conségudes,2017,"0,00"
06048,Contes,2017,"100,00"
06049,Courmes,2017,"27,60"
06050,Coursegoules,2017,"5,00"
06051,La Croix-sur-Roudoule,2017,"35,70"
06052,Cuébris,2017,"0,00"
06053,Daluis,2017,"44,50"
06054,Drap,2017,"100,00"
06055,Duranus,2017,"51,70"
06056,Entraunes,2017,"6,30"
06057,L'Escarène,2017,"100,00"
06058,Escragnolles,2017,"5,40"
06059,Èze,2017,"99,80"
06060,Falicon,2017,"100,00"
06061,Les Ferres,2017,"4,50"
06062,Fontan,2017,"31,10"
06063,Gars,2017,"0,00"
06064,Gattières,2017,"93,30"
06065,La Gaude,2017,"99,80"
06066,Gilette,2017,"63,70"
06067,Gorbio,2017,"99,90"
06068,Gourdon,2017,"83,50"
06069,Grasse,2017,"98,30"
06070,Gréolières,2017,"0,00"
06071,Guillaumes,2017,"71,00"
06072,Ilonse,2017,"19,60"
06073,Isola,2017,"18,80"
06074,Lantosque,2017,"38,20"
06075,Levens,2017,"92,60"
06076,Lieuche,2017,"81,40"
06077,Lucéram,2017,"54,90"
06078,Malaussène,2017,"71,90"
06079,Mandelieu-la-Napoule,2017,"95,30"
06080,Marie,2017,"30,80"
06081,Le Mas,2017,"0,50"
06082,Massoins,2017,"37,20"
06083,Menton,2017,"99,40"
06084,Mouans-Sartoux,2017,"100,00"
06085,Mougins,2017,"100,00"
06086,Moulinet,2017,"45,90"
06087,Les Mujouls,2017,"0,00"
06088,Nice,2017,"99,80"
06089,Opio,2017,"100,00"
06090,Pégomas,2017,"100,00"
06091,Peille,2017,"91,10"
06092,Peillon,2017,"100,00"
06093,La Penne,2017,"8,10"
06094,Péone,2017,"85,90"
06095,Peymeinade,2017,"98,80"
06096,Pierlas,2017,"52,60"
06097,Pierrefeu,2017,"5,60"
06098,Puget-Rostang,2017,"54,20"
06099,Puget-Théniers,2017,"96,00"
06100,Revest-les-Roches,2017,"73,30"
06101,Rigaud,2017,"69,90"
06102,Rimplas,2017,"33,00"
06103,Roquebillière,2017,"97,60"
06104,Roquebrune-Cap-Martin,2017,"99,00"
06105,Roquefort-les-Pins,2017,"99,10"
06106,Roquestéron,2017,"0,00"
06107,La Roque-en-Provence,2017,"0,00"
06108,La Roquette-sur-Siagne,2017,"100,00"
06109,La Roquette-sur-Var,2017,"99,40"
06110,Roubion,2017,"59,40"
06111,Roure,2017,"30,40"
06112,Le Rouret,2017,"100,00"
06113,Sainte-Agnès,2017,"99,10"
06114,Saint-André-de-la-Roche,2017,"100,00"
06115,Saint-Antonin,2017,"0,00"
06116,Saint-Auban,2017,"2,90"
06117,Saint-Blaise,2017,"95,10"
06118,Saint-Cézaire-sur-Siagne,2017,"80,70"
06119,Saint-Dalmas-le-Selvage,2017,"2,60"
06120,Saint-Étienne-de-Tinée,2017,"26,10"
06121,Saint-Jean-Cap-Ferrat,2017,"98,30"
06122,Saint-Jeannet,2017,"74,80"
06123,Saint-Laurent-du-Var,2017,"99,60"
06124,Saint-Léger,2017,"11,60"
06125,Saint-Martin-d'Entraunes,2017,"44,60"
06126,Saint-Martin-du-Var,2017,"100,00"
06127,Saint-Martin-Vésubie,2017,"24,30"
06128,Saint-Paul-de-Vence,2017,"100,00"
06129,Saint-Sauveur-sur-Tinée,2017,"27,60"
06130,Saint-Vallier-de-Thiey,2017,"74,70"
06131,Sallagriffon,2017,"0,00"
06132,Saorge,2017,"16,70"
06133,Sauze,2017,"76,10"
06134,Séranon,2017,"31,80"
06135,Sigale,2017,"0,00"
06136,Sospel,2017,"84,30"
06137,Spéracèdes,2017,"100,00"
06138,Théoule-sur-Mer,2017,"94,80"
06139,Thiéry,2017,"43,20"
06140,Le Tignet,2017,"97,10"
06141,Toudon,2017,"37,10"
06142,Touët-de-l'Escarène,2017,"81,90"
06143,Touët-sur-Var,2017,"92,30"
06144,La Tour,2017,"17,00"
06145,Tourette-du-Château,2017,"41,10"
06146,Tournefort,2017,"39,90"
06147,Tourrette-Levens,2017,"99,80"
06148,Tourrettes-sur-Loup,2017,"98,20"
06149,La Trinité,2017,"100,00"
06150,La Turbie,2017,"100,00"
06151,Utelle,2017,"27,50"
06152,Valbonne,2017,"100,00"
06153,Valdeblore,2017,"9,70"
06154,Valderoure,2017,"13,40"
06155,Vallauris,2017,"99,60"
06156,Venanson,2017,"84,90"
06157,Vence,2017,"86,60"
06158,Villars-sur-Var,2017,"55,40"
06159,Villefranche-sur-Mer,2017,"99,50"
06160,Villeneuve-d'Entraunes,2017,"75,20"
06161,Villeneuve-Loubet,2017,"99,50"
06162,La Brigue,2017,"25,60"
06163,Tende,2017,"17,90"
07001,Accons,2017,"94,60"
07002,Ailhon,2017,"76,50"
07003,Aizac,2017,"63,90"
07004,Ajoux,2017,"17,90"
07005,Alba-la-Romaine,2017,"91,80"
07006,Albon-d'Ardèche,2017,"0,10"
07007,Alboussière,2017,"87,80"
07008,Alissas,2017,"99,40"
07009,Andance,2017,"100,00"
07010,Annonay,2017,"99,20"
07011,Vallées-d'Antraigues-Asperjoc,2017,"47,80"
07012,Arcens,2017,"18,10"
07013,Ardoix,2017,"87,90"
07014,Arlebosc,2017,"75,20"
07015,Arras-sur-Rhône,2017,"97,90"
07017,Les Assions,2017,"99,50"
07018,Astet,2017,"53,20"
07019,Aubenas,2017,"100,00"
07020,Aubignas,2017,"82,40"
07022,Baix,2017,"97,20"
07023,Balazuc,2017,"100,00"
07024,Banne,2017,"97,80"
07025,Barnas,2017,"32,60"
07026,Le Béage,2017,"0,00"
07027,Beauchastel,2017,"99,80"
07028,Beaulieu,2017,"96,20"
07029,Beaumont,2017,"27,70"
07030,Beauvène,2017,"68,60"
07031,Berrias-et-Casteljau,2017,"100,00"
07032,Berzème,2017,"39,30"
07033,Bessas,2017,"93,50"
07034,Bidon,2017,"70,20"
07035,Boffres,2017,"64,60"
07036,Bogy,2017,"100,00"
07037,Borée,2017,"0,80"
07038,Borne,2017,"0,00"
07039,Bozas,2017,"96,10"
07040,Boucieu-le-Roi,2017,"89,70"
07041,Boulieu-lès-Annonay,2017,"99,60"
07042,Bourg-Saint-Andéol,2017,"93,70"
07044,Brossainc,2017,"100,00"
07045,Burzet,2017,"11,30"
07047,Cellier-du-Luc,2017,"86,70"
07048,Chalencon,2017,"82,80"
07049,Le Chambon,2017,"5,00"
07050,Chambonas,2017,"94,50"
07051,Champagne,2017,"100,00"
07052,Champis,2017,"89,60"
07053,Chandolas,2017,"100,00"
07054,Chanéac,2017,"11,00"
07055,Charmes-sur-Rhône,2017,"100,00"
07056,Charnas,2017,"97,30"
07058,Chassiers,2017,"77,00"
07059,Châteaubourg,2017,"100,00"
07060,Châteauneuf-de-Vernoux,2017,"90,00"
07061,Chauzon,2017,"99,70"
07062,Chazeaux,2017,"49,70"
07063,Cheminas,2017,"95,70"
07064,Le Cheylard,2017,"99,00"
07065,Chirols,2017,"98,70"
07066,Chomérac,2017,"99,60"
07067,Colombier-le-Cardinal,2017,"100,00"
07068,Colombier-le-Jeune,2017,"46,70"
07069,Colombier-le-Vieux,2017,"91,80"
07070,Cornas,2017,"99,50"
07071,Coucouron,2017,"82,90"
07072,Coux,2017,"99,00"
07073,Le Crestet,2017,"95,10"
07074,Creysseilles,2017,"60,60"
07075,Cros-de-Géorand,2017,"0,00"
07076,Cruas,2017,"92,10"
07077,Darbres,2017,"75,80"
07078,Davézieux,2017,"100,00"
07079,Désaignes,2017,"43,90"
07080,Devesset,2017,"47,70"
07081,Dompnac,2017,"7,10"
07082,Dornas,2017,"6,10"
07083,Dunière-sur-Eyrieux,2017,"76,10"
07084,Eclassan,2017,"95,30"
07085,Empurany,2017,"78,60"
07086,Étables,2017,"92,90"
07087,Fabras,2017,"90,50"
07088,Faugères,2017,"61,40"
07089,Félines,2017,"99,20"
07090,Flaviac,2017,"92,90"
07091,Fons,2017,"99,70"
07092,Freyssenet,2017,"86,40"
07093,Genestelle,2017,"59,80"
07094,Gilhac-et-Bruzac,2017,"56,10"
07095,Gilhoc-sur-Ormèze,2017,"40,70"
07096,Gluiras,2017,"25,70"
07097,Glun,2017,"98,60"
07098,Gourdon,2017,"62,20"
07099,Gras,2017,"29,80"
07100,Gravières,2017,"83,80"
07101,Grospierres,2017,"96,60"
07102,Guilherand-Granges,2017,"100,00"
07103,Saint-Julien-d'Intres,2017,"29,70"
07104,Issamoulenc,2017,"35,30"
07105,Issanlas,2017,"64,00"
07106,Issarlès,2017,"0,00"
07107,Jaujac,2017,"90,60"
07108,Jaunac,2017,"99,70"
07109,Joannas,2017,"42,60"
07110,Joyeuse,2017,"99,50"
07111,Juvinas,2017,"62,70"
07112,Labastide-sur-Bésorgues,2017,"20,50"
07113,Labastide-de-Virac,2017,"97,40"
07114,Labatie-d'Andaure,2017,"14,70"
07115,Labeaume,2017,"99,90"
07116,Labégude,2017,"100,00"
07117,Lablachère,2017,"96,90"
07118,Laboule,2017,"24,40"
07119,Le Lac-d'Issarlès,2017,"0,00"
07120,Lachamp-Raphaël,2017,"0,00"
07121,Lachapelle-Graillouse,2017,"28,10"
07122,Lachapelle-sous-Aubenas,2017,"100,00"
07123,Lachapelle-sous-Chanéac,2017,"12,50"
07124,Lafarre,2017,"0,80"
07126,Lagorce,2017,"76,30"
07127,Lalevade-d'Ardèche,2017,"100,00"
07128,Lalouvesc,2017,"18,70"
07129,Lamastre,2017,"92,50"
07130,Lanarce,2017,"56,40"
07131,Lanas,2017,"100,00"
07132,Largentière,2017,"100,00"
07133,Larnas,2017,"18,00"
07134,Laurac-en-Vivarais,2017,"100,00"
07136,Laveyrune,2017,"20,00"
07137,Lavillatte,2017,"57,70"
07138,Lavilledieu,2017,"100,00"
07139,Laviolle,2017,"7,90"
07140,Lemps,2017,"91,80"
07141,Lentillères,2017,"46,90"
07142,Lespéron,2017,"98,40"
07143,Limony,2017,"98,30"
07144,Loubaresse,2017,"0,70"
07145,Lussas,2017,"96,90"
07146,Lyas,2017,"86,80"
07147,Malarce-sur-la-Thines,2017,"31,00"
07148,Malbosc,2017,"77,10"
07149,Marcols-les-Eaux,2017,"0,90"
07150,Mariac,2017,"48,10"
07151,Mars,2017,"92,50"
07152,Mauves,2017,"87,80"
07153,Mayres,2017,"6,50"
07154,Mazan-l'Abbaye,2017,"8,00"
07155,Mercuer,2017,"93,40"
07156,Meyras,2017,"99,60"
07157,Meysse,2017,"91,10"
07158,Mézilhac,2017,"0,30"
07159,Mirabel,2017,"96,30"
07160,Monestier,2017,"16,50"
07161,Montpezat-sous-Bauzon,2017,"29,10"
07162,Montréal,2017,"100,00"
07163,Montselgues,2017,"7,00"
07165,Belsentes,2017,"60,60"
07166,Nozières,2017,"48,00"
07167,Les Ollières-sur-Eyrieux,2017,"93,80"
07168,Orgnac-l'Aven,2017,"96,20"
07169,Ozon,2017,"96,20"
07170,Pailharès,2017,"39,60"
07171,Payzac,2017,"89,70"
07172,Peaugres,2017,"100,00"
07173,Péreyres,2017,"0,00"
07174,Peyraud,2017,"100,00"
07175,Le Plagnal,2017,"44,00"
07176,Planzolles,2017,"62,40"
07177,Plats,2017,"58,40"
07178,Pont-de-Labeaume,2017,"99,70"
07179,Pourchères,2017,"81,30"
07181,Le Pouzin,2017,"99,60"
07182,Prades,2017,"97,00"
07183,Pradons,2017,"100,00"
07184,Pranles,2017,"52,50"
07185,Préaux,2017,"78,40"
07186,Privas,2017,"99,70"
07187,Prunet,2017,"57,30"
07188,Quintenas,2017,"98,60"
07189,Ribes,2017,"63,30"
07190,Rochecolombe,2017,"74,20"
07191,Rochemaure,2017,"97,80"
07192,Rochepaule,2017,"0,30"
07193,Rocher,2017,"76,00"
07194,Rochessauve,2017,"63,30"
07195,La Rochette,2017,"0,30"
07196,Rocles,2017,"15,70"
07197,Roiffieux,2017,"98,50"
07198,Rompon,2017,"85,60"
07199,Rosières,2017,"99,50"
07200,Le Roux,2017,"0,00"
07201,Ruoms,2017,"100,00"
07202,Sablières,2017,"1,80"
07203,Sagnes-et-Goudoulet,2017,"0,00"
07204,Saint-Agrève,2017,"63,70"
07205,Saint-Alban-d'Ay,2017,"88,60"
07206,Saint-Alban-en-Montagne,2017,"82,20"
07207,Saint-Alban-Auriolles,2017,"100,00"
07208,Saint-Andéol-de-Berg,2017,"42,30"
07209,Saint-Andéol-de-Fourchades,2017,"5,40"
07210,Saint-Andéol-de-Vals,2017,"76,80"
07211,Saint-André-de-Cruzières,2017,"94,70"
07212,Saint-André-en-Vivarais,2017,"23,10"
07213,Saint-André-Lachamp,2017,"38,20"
07214,Saint-Apollinaire-de-Rias,2017,"50,80"
07215,Saint-Barthélemy-le-Meil,2017,"73,00"
07216,Saint-Barthélemy-Grozon,2017,"39,20"
07217,Saint-Barthélemy-le-Plain,2017,"81,70"
07218,Saint-Basile,2017,"41,60"
07219,Saint-Bauzile,2017,"60,90"
07220,Saint-Christol,2017,"29,60"
07221,Saint-Cierge-la-Serre,2017,"78,90"
07222,Saint-Cierge-sous-le-Cheylard,2017,"79,40"
07223,Saint-Cirgues-de-Prades,2017,"99,00"
07224,Saint-Cirgues-en-Montagne,2017,"8,80"
07225,Saint-Clair,2017,"100,00"
07226,Saint-Clément,2017,"23,50"
07227,Saint-Cyr,2017,"100,00"
07228,Saint-Désirat,2017,"100,00"
07229,Saint-Didier-sous-Aubenas,2017,"100,00"
07230,Saint-Étienne-de-Boulogne,2017,"99,50"
07231,Saint-Étienne-de-Fontbellon,2017,"99,00"
07232,Saint-Étienne-de-Lugdarès,2017,"7,50"
07233,Saint-Étienne-de-Serre,2017,"29,70"
07234,Saint-Étienne-de-Valoux,2017,"100,00"
07235,Sainte-Eulalie,2017,"0,00"
07236,Saint-Félicien,2017,"75,40"
07237,Saint-Fortunat-sur-Eyrieux,2017,"77,40"
07238,Saint-Genest-de-Beauzon,2017,"98,70"
07239,Saint-Genest-Lachamp,2017,"3,70"
07240,Saint-Georges-les-Bains,2017,"97,90"
07241,Saint-Germain,2017,"99,80"
07242,Saint-Gineis-en-Coiron,2017,"54,90"
07243,Saint-Jacques-d'Atticieux,2017,"99,50"
07244,Saint-Jean-Chambre,2017,"39,20"
07245,Saint-Jean-de-Muzols,2017,"98,10"
07247,Saint-Jean-le-Centenier,2017,"93,00"
07248,Saint-Jean-Roure,2017,"63,90"
07249,Saint-Jeure-d'Andaure,2017,"2,90"
07250,Saint-Jeure-d'Ay,2017,"99,90"
07251,Saint-Joseph-des-Bancs,2017,"55,70"
07253,Saint-Julien-du-Gua,2017,"26,80"
07254,Saint-Julien-du-Serre,2017,"88,60"
07255,Saint-Julien-en-Saint-Alban,2017,"89,70"
07257,Saint-Julien-le-Roux,2017,"59,30"
07258,Saint-Julien-Vocance,2017,"4,20"
07259,Saint-Just-d'Ardèche,2017,"100,00"
07260,Saint-Lager-Bressac,2017,"83,70"
07261,Saint-Laurent-du-Pape,2017,"69,60"
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,2017,"0,40"
07263,Saint-Laurent-sous-Coiron,2017,"79,40"
07264,Saint-Marcel-d'Ardèche,2017,"97,90"
07265,Saint-Marcel-lès-Annonay,2017,"98,40"
